SpecialOfferID,ProductID,rowguid,ModifiedDate
1,680,BB30B868-D86C-4557-8DB2-4B2D0A83A0FB,2011-04-01 00:00:00.000
1,706,B3C9A4B1-2AE6-4CBA-B552-1F206C9F4C1F,2011-04-01 00:00:00.000
1,707,27B711FE-0B77-4EA4-AD1A-7C239956BEF4,2011-04-01 00:00:00.000
1,708,46CBB78B-246E-4D69-9BD6-E521277C1078,2011-04-01 00:00:00.000
1,709,CF102AA0-055F-4D2B-8B98-04B161758EA8,2011-04-01 00:00:00.000
1,710,63718DA1-464B-4325-9514-CDEE46CB124F,2011-04-01 00:00:00.000
1,711,457EB971-D1C9-48CA-B947-AE7E1B114377,2011-04-01 00:00:00.000
1,712,5B948448-BAE5-4F2A-A1F3-8203E892FD24,2011-04-01 00:00:00.000
1,713,07768F40-6E46-430F-AC1A-FF6A3629729C,2011-04-01 00:00:00.000
1,714,85004BCE-C74A-4D4E-8D17-3157991A1400,2011-04-01 00:00:00.000
1,715,BE469616-B279-452F-8C41-9EB30B2E935A,2011-04-01 00:00:00.000
1,716,96D141FD-1D8E-4312-B4B1-E72C0A0D15FE,2011-04-01 00:00:00.000
1,717,F717C3DC-3DBF-4F4E-B57A-BACB0134BDBC,2011-04-01 00:00:00.000
1,718,B4634789-ACBB-4701-A006-186B18875FCD,2011-04-01 00:00:00.000
1,719,B0F55004-472E-4C6B-B80F-095C135258A7,2011-04-01 00:00:00.000
1,720,691B64BD-C417-4787-99B3-FCFF8046AC5F,2011-04-01 00:00:00.000
1,721,0FE22357-94A1-4080-B941-2AF7E3513E40,2011-04-01 00:00:00.000
1,722,87AF8A2A-02B8-4657-AA55-327B87685C5C,2011-04-01 00:00:00.000
1,723,6A155B5E-7E94-4A79-AC70-CA099B86981E,2011-04-01 00:00:00.000
1,724,EBFBD8D4-3067-4D21-8DDB-64A3945D06D6,2011-04-01 00:00:00.000
1,725,97476DD3-53E3-4C0A-B90D-177075E7BC26,2011-04-01 00:00:00.000
1,726,0EA15696-E203-4627-B2F1-2B8D24B23116,2011-04-01 00:00:00.000
1,727,3A1175F0-940F-4FFA-9D5C-695DB429BC76,2011-04-01 00:00:00.000
1,728,DC027483-C1C1-4449-AA5E-457DD1221803,2011-04-01 00:00:00.000
1,729,F7BDDB48-FA74-41E5-8913-ECBA4393254B,2011-04-01 00:00:00.000
1,730,4A12BD85-DC0A-4CA4-A30F-D1A68B8C5E0F,2011-04-01 00:00:00.000
1,731,CCDC8B7B-B7EB-4C53-96B5-0215D904D51E,2011-04-01 00:00:00.000
1,732,447E29A2-6026-426D-A5CC-586E684EFFFD,2011-04-01 00:00:00.000
1,733,5E22434E-8BE1-44B1-85E2-2547F01DC44F,2011-04-01 00:00:00.000
1,734,EBE7B2C5-8963-4D34-BE81-20BEC896E5B8,2011-04-01 00:00:00.000
1,735,38629ADF-024C-42A1-98E4-E33DF40BBAAB,2011-04-01 00:00:00.000
1,736,8AF19B7E-007E-4531-9808-B1C01505EDFD,2011-04-01 00:00:00.000
1,737,1F845481-CAA5-4F9A-BCB5-C79FDED5CFB4,2011-04-01 00:00:00.000
1,738,CADF8706-7C3F-426F-9EA6-A2859D372110,2011-04-01 00:00:00.000
1,739,9AC4A238-D3FD-4F8B-A0BA-22874F2EE828,2011-04-01 00:00:00.000
1,740,335B8526-2242-4E6F-940F-2C817947A262,2011-04-01 00:00:00.000
1,741,E1138B2A-B3A2-44F0-9E9B-FCD948766830,2011-04-01 00:00:00.000
1,742,AA5F7567-E06B-4D6C-9804-9169564439AF,2011-04-01 00:00:00.000
1,743,EED6435E-E95D-4332-B4A0-C91B22FC198D,2011-04-01 00:00:00.000
1,744,4679B501-DE36-4E38-859A-F72D88F96D8D,2011-04-01 00:00:00.000
1,745,00365938-3422-494E-B92E-C00AFD691469,2011-04-01 00:00:00.000
1,746,C7CA66B2-5AA8-4F8F-9873-D80167B34DE6,2011-04-01 00:00:00.000
1,747,042C1933-0B2F-4FD8-B756-EA1ED88A42EE,2011-04-01 00:00:00.000
1,748,C730BD7C-1E95-4EC1-B1F1-CB2F778C8CB7,2011-04-01 00:00:00.000
1,749,E4568488-03A5-467A-9836-32E47379E158,2011-04-01 00:00:00.000
